@RELATION empleo_recomendacion_simplificado

@ATTRIBUTE tipo_empleo_oferta {Tiempo_Completo, Medio_Tiempo, Por_Horas, Temporal}
@ATTRIBUTE modalidad_oferta {Presencial, Remoto, Hibrido}
@ATTRIBUTE tipo_contrato_oferta {Indefinido, Practicas, Obra_Servicio}
@ATTRIBUTE experiencia_requerida NUMERIC
@ATTRIBUTE nivel_estudio_requerido {Bachillerato, Tecnico, Grado, Master, Doctorado}
@ATTRIBUTE sector_oferta {Tecnologia, Educacion, Salud, Construccion, Otros}

@ATTRIBUTE tipo_empleo_deseado {Tiempo_Completo, Medio_Tiempo, Por_Horas, Temporal}
@ATTRIBUTE preferencia_modalidad {Presencial, Remoto, Hibrido}
@ATTRIBUTE preferencia_contrato {Indefinido, Practicas, Obra_Servicio}
@ATTRIBUTE experiencia_persona NUMERIC
@ATTRIBUTE nivel_estudio_persona {Bachillerato, Tecnico, Grado, Master, Doctorado}
@ATTRIBUTE sector_persona {Tecnologia, Educacion, Salud, Construccion, Otros}
@ATTRIBUTE edad_persona NUMERIC

@ATTRIBUTE coincide_tipo_empleo {Si, No}
@ATTRIBUTE coincide_modalidad {Si, No}
@ATTRIBUTE coincide_contrato {Si, No}
@ATTRIBUTE coincide_estudios {Si, No}
@ATTRIBUTE coincide_sector {Si, No}
@ATTRIBUTE experiencia_suficiente {Si, No}

@ATTRIBUTE compatible {Si, No}

@DATA
Tiempo_Completo,Presencial,Indefinido,1,Tecnico,Otros,Temporal,Remoto,Practicas,2,Tecnico,Construccion,54,No,No,No,Si,No,Si,No
Temporal,Presencial,Obra_Servicio,3,Master,Construccion,Tiempo_Completo,Presencial,Practicas,4,Doctorado,Construccion,50,No,Si,No,Si,Si,Si,Si
Medio_Tiempo,Hibrido,Obra_Servicio,4,Grado,Educacion,Medio_Tiempo,Hibrido,Obra_Servicio,3,Grado,Construccion,50,Si,Si,Si,Si,No,No,Si
Temporal,Remoto,Practicas,1,Grado,Otros,Tiempo_Completo,Presencial,Obra_Servicio,2,Tecnico,Construccion,39,No,No,No,No,No,Si,No
Tiempo_Completo,Presencial,Practicas,4,Master,Construccion,Tiempo_Completo,Presencial,Practicas,1,Master,Otros,22,Si,Si,Si,Si,No,No,Si
Medio_Tiempo,Remoto,Obra_Servicio,1,Master,Tecnologia,Tiempo_Completo,Presencial,Obra_Servicio,5,Master,Tecnologia,24,No,No,Si,Si,Si,Si,Si
Medio_Tiempo,Presencial,Practicas,6,Bachillerato,Tecnologia,Medio_Tiempo,Hibrido,Practicas,1,Bachillerato,Otros,40,Si,No,Si,Si,No,No,No
Temporal,Hibrido,Indefinido,2,Tecnico,Otros,Temporal,Hibrido,Obra_Servicio,4,Doctorado,Educacion,44,Si,Si,No,Si,No,Si,Si
Temporal,Presencial,Practicas,4,Grado,Construccion,Medio_Tiempo,Remoto,Obra_Servicio,1,Doctorado,Construccion,41,No,No,No,Si,Si,No,No
Medio_Tiempo,Remoto,Practicas,2,Tecnico,Construccion,Por_Horas,Remoto,Practicas,6,Doctorado,Construccion,42,No,Si,Si,Si,Si,Si,Si
Por_Horas,Remoto,Practicas,1,Tecnico,Otros,Tiempo_Completo,Hibrido,Practicas,6,Doctorado,Salud,52,No,No,Si,Si,No,Si,No
Por_Horas,Presencial,Obra_Servicio,2,Bachillerato,Tecnologia,Medio_Tiempo,Presencial,Indefinido,2,Tecnico,Tecnologia,20,No,Si,No,Si,Si,Si,Si
Medio_Tiempo,Presencial,Obra_Servicio,6,Bachillerato,Otros,Tiempo_Completo,Presencial,Practicas,5,Bachillerato,Tecnologia,41,No,Si,No,Si,No,No,No
Por_Horas,Presencial,Obra_Servicio,1,Bachillerato,Otros,Por_Horas,Presencial,Practicas,3,Doctorado,Tecnologia,60,Si,Si,No,Si,No,Si,Si
Medio_Tiempo,Hibrido,Indefinido,5,Bachillerato,Otros,Medio_Tiempo,Hibrido,Indefinido,2,Tecnico,Construccion,39,Si,Si,Si,Si,No,No,Si
Medio_Tiempo,Remoto,Obra_Servicio,3,Doctorado,Salud,Tiempo_Completo,Remoto,Obra_Servicio,6,Doctorado,Salud,21,No,Si,Si,Si,Si,Si,Si
Por_Horas,Hibrido,Indefinido,2,Doctorado,Construccion,Temporal,Hibrido,Indefinido,1,Master,Educacion,52,No,Si,Si,No,No,No,No
Medio_Tiempo,Remoto,Obra_Servicio,3,Grado,Salud,Medio_Tiempo,Remoto,Practicas,3,Grado,Tecnologia,48,Si,Si,No,Si,No,Si,Si
Por_Horas,Hibrido,Practicas,6,Grado,Salud,Temporal,Remoto,Indefinido,5,Grado,Educacion,39,No,No,No,Si,No,No,No
Por_Horas,Hibrido,Indefinido,4,Grado,Educacion,Tiempo_Completo,Presencial,Practicas,2,Master,Educacion,34,No,No,No,Si,Si,No,No
Temporal,Remoto,Obra_Servicio,4,Bachillerato,Salud,Medio_Tiempo,Hibrido,Obra_Servicio,6,Master,Salud,43,No,No,Si,Si,Si,Si,Si
Medio_Tiempo,Hibrido,Obra_Servicio,4,Tecnico,Salud,Medio_Tiempo,Hibrido,Obra_Servicio,4,Doctorado,Construccion,46,Si,Si,Si,Si,No,Si,Si
Tiempo_Completo,Remoto,Indefinido,3,Tecnico,Otros,Por_Horas,Presencial,Practicas,1,Doctorado,Construccion,56,No,No,No,Si,No,No,No
Tiempo_Completo,Presencial,Indefinido,4,Tecnico,Tecnologia,Medio_Tiempo,Presencial,Obra_Servicio,6,Doctorado,Tecnologia,25,No,Si,No,Si,Si,Si,Si
Temporal,Presencial,Practicas,2,Master,Tecnologia,Temporal,Hibrido,Practicas,6,Master,Salud,48,Si,No,Si,Si,No,Si,Si
Tiempo_Completo,Hibrido,Obra_Servicio,4,Tecnico,Otros,Por_Horas,Remoto,Practicas,2,Master,Construccion,50,No,No,No,Si,No,No,No
Tiempo_Completo,Presencial,Practicas,6,Tecnico,Construccion,Temporal,Remoto,Indefinido,6,Master,Educacion,43,No,No,No,Si,No,Si,No
Por_Horas,Remoto,Practicas,2,Master,Educacion,Medio_Tiempo,Hibrido,Practicas,6,Grado,Construccion,28,No,No,Si,No,No,Si,No
Tiempo_Completo,Hibrido,Obra_Servicio,1,Grado,Construccion,Tiempo_Completo,Presencial,Indefinido,4,Doctorado,Construccion,44,Si,No,No,Si,Si,Si,Si
Tiempo_Completo,Remoto,Practicas,6,Tecnico,Salud,Por_Horas,Presencial,Practicas,5,Tecnico,Tecnologia,25,No,No,Si,Si,No,No,No
Temporal,Presencial,Obra_Servicio,2,Doctorado,Construccion,Tiempo_Completo,Hibrido,Obra_Servicio,2,Doctorado,Construccion,57,No,No,Si,Si,Si,Si,Si
Temporal,Remoto,Obra_Servicio,4,Master,Otros,Temporal,Presencial,Indefinido,6,Tecnico,Otros,27,Si,No,No,No,Si,Si,No
Por_Horas,Remoto,Obra_Servicio,6,Doctorado,Construccion,Por_Horas,Hibrido,Obra_Servicio,2,Doctorado,Otros,35,Si,No,Si,Si,No,No,No
Tiempo_Completo,Remoto,Obra_Servicio,6,Tecnico,Otros,Tiempo_Completo,Remoto,Practicas,4,Doctorado,Otros,56,Si,Si,No,Si,Si,No,Si
Tiempo_Completo,Hibrido,Practicas,2,Bachillerato,Otros,Temporal,Remoto,Practicas,6,Tecnico,Construccion,22,No,No,Si,Si,No,Si,No
Por_Horas,Remoto,Practicas,6,Grado,Educacion,Temporal,Presencial,Practicas,6,Master,Educacion,20,No,No,Si,Si,Si,Si,Si
Temporal,Presencial,Obra_Servicio,4,Doctorado,Construccion,Temporal,Remoto,Practicas,2,Tecnico,Construccion,37,Si,No,No,No,Si,No,No
Por_Horas,Presencial,Obra_Servicio,5,Master,Salud,Temporal,Hibrido,Practicas,1,Master,Tecnologia,39,No,No,No,Si,No,No,No
Por_Horas,Hibrido,Practicas,2,Bachillerato,Construccion,Medio_Tiempo,Hibrido,Indefinido,5,Grado,Construccion,32,No,Si,No,Si,Si,Si,Si
Medio_Tiempo,Hibrido,Obra_Servicio,4,Doctorado,Salud,Por_Horas,Remoto,Obra_Servicio,5,Grado,Construccion,44,No,No,Si,No,No,Si,No
Por_Horas,Presencial,Practicas,2,Master,Otros,Temporal,Hibrido,Obra_Servicio,4,Bachillerato,Otros,58,No,No,No,No,Si,Si,No
Temporal,Remoto,Practicas,6,Master,Educacion,Tiempo_Completo,Hibrido,Practicas,3,Tecnico,Tecnologia,28,No,No,Si,No,No,No,No
Medio_Tiempo,Hibrido,Practicas,3,Bachillerato,Construccion,Por_Horas,Remoto,Practicas,3,Grado,Construccion,27,No,No,Si,Si,Si,Si,Si
Temporal,Presencial,Obra_Servicio,5,Doctorado,Salud,Temporal,Presencial,Obra_Servicio,6,Grado,Otros,56,Si,Si,Si,No,No,Si,Si
Por_Horas,Presencial,Practicas,1,Bachillerato,Construccion,Temporal,Presencial,Practicas,3,Tecnico,Salud,22,No,Si,Si,Si,No,Si,Si
Temporal,Presencial,Obra_Servicio,6,Master,Tecnologia,Por_Horas,Presencial,Obra_Servicio,6,Master,Tecnologia,23,No,Si,Si,Si,Si,Si,Si
Tiempo_Completo,Remoto,Indefinido,2,Doctorado,Tecnologia,Temporal,Remoto,Indefinido,2,Doctorado,Construccion,34,No,Si,Si,Si,No,Si,Si
Por_Horas,Hibrido,Practicas,3,Grado,Construccion,Tiempo_Completo,Hibrido,Obra_Servicio,4,Grado,Educacion,33,No,Si,No,Si,No,Si,No
Por_Horas,Presencial,Practicas,2,Bachillerato,Tecnologia,Medio_Tiempo,Remoto,Practicas,6,Tecnico,Tecnologia,41,No,No,Si,Si,Si,Si,Si
Tiempo_Completo,Remoto,Practicas,6,Tecnico,Tecnologia,Tiempo_Completo,Presencial,Indefinido,4,Bachillerato,Tecnologia,60,Si,No,No,No,Si,No,No
Medio_Tiempo,Remoto,Indefinido,1,Doctorado,Otros,Tiempo_Completo,Presencial,Practicas,4,Master,Construccion,41,No,No,No,No,No,Si,No
Tiempo_Completo,Hibrido,Indefinido,6,Doctorado,Tecnologia,Tiempo_Completo,Hibrido,Obra_Servicio,4,Tecnico,Tecnologia,28,Si,Si,No,No,Si,No,No
Tiempo_Completo,Hibrido,Indefinido,3,Tecnico,Salud,Tiempo_Completo,Presencial,Indefinido,3,Master,Otros,20,Si,No,Si,Si,No,Si,Si
Tiempo_Completo,Hibrido,Practicas,5,Bachillerato,Otros,Tiempo_Completo,Remoto,Obra_Servicio,5,Grado,Otros,20,Si,No,No,Si,Si,Si,Si
Tiempo_Completo,Hibrido,Obra_Servicio,4,Master,Educacion,Por_Horas,Presencial,Obra_Servicio,6,Doctorado,Educacion,60,No,No,Si,Si,Si,Si,Si
Temporal,Presencial,Obra_Servicio,6,Bachillerato,Educacion,Medio_Tiempo,Presencial,Indefinido,1,Bachillerato,Tecnologia,57,No,Si,No,Si,No,No,No
Temporal,Presencial,Indefinido,6,Tecnico,Educacion,Temporal,Presencial,Practicas,2,Bachillerato,Construccion,42,Si,Si,No,No,No,No,No
Temporal,Hibrido,Practicas,2,Grado,Salud,Medio_Tiempo,Hibrido,Practicas,4,Tecnico,Salud,53,No,Si,Si,No,Si,Si,Si
Temporal,Remoto,Practicas,6,Bachillerato,Educacion,Temporal,Presencial,Indefinido,2,Bachillerato,Salud,46,Si,No,No,Si,No,No,No
Temporal,Hibrido,Practicas,3,Doctorado,Otros,Tiempo_Completo,Presencial,Obra_Servicio,3,Grado,Construccion,39,No,No,No,No,No,Si,No
Tiempo_Completo,Presencial,Practicas,5,Tecnico,Educacion,Medio_Tiempo,Remoto,Obra_Servicio,5,Tecnico,Salud,22,No,No,No,Si,No,Si,No
Por_Horas,Remoto,Practicas,5,Bachillerato,Otros,Por_Horas,Remoto,Practicas,3,Tecnico,Educacion,50,Si,Si,Si,Si,No,No,Si
Por_Horas,Presencial,Indefinido,6,Grado,Salud,Por_Horas,Hibrido,Indefinido,1,Bachillerato,Tecnologia,35,Si,No,Si,No,No,No,No
Temporal,Remoto,Obra_Servicio,4,Master,Salud,Tiempo_Completo,Remoto,Indefinido,3,Master,Otros,35,No,Si,No,Si,No,No,No
Temporal,Remoto,Practicas,2,Tecnico,Construccion,Temporal,Presencial,Practicas,6,Tecnico,Construccion,48,Si,No,Si,Si,Si,Si,Si
Temporal,Presencial,Indefinido,4,Bachillerato,Salud,Tiempo_Completo,Presencial,Indefinido,3,Tecnico,Tecnologia,33,No,Si,Si,Si,No,No,No
Temporal,Hibrido,Practicas,4,Bachillerato,Educacion,Temporal,Hibrido,Practicas,4,Tecnico,Construccion,28,Si,Si,Si,Si,No,Si,Si
Tiempo_Completo,Hibrido,Practicas,4,Bachillerato,Tecnologia,Medio_Tiempo,Hibrido,Practicas,2,Tecnico,Educacion,58,No,Si,Si,Si,No,No,No
Por_Horas,Hibrido,Obra_Servicio,2,Master,Construccion,Medio_Tiempo,Remoto,Indefinido,1,Doctorado,Salud,47,No,No,No,Si,No,No,No
Medio_Tiempo,Remoto,Indefinido,1,Bachillerato,Otros,Por_Horas,Remoto,Obra_Servicio,2,Tecnico,Educacion,48,No,Si,No,Si,No,Si,No
Tiempo_Completo,Hibrido,Obra_Servicio,3,Doctorado,Educacion,Tiempo_Completo,Presencial,Practicas,1,Doctorado,Otros,37,Si,No,No,Si,No,No,No
Temporal,Remoto,Practicas,1,Grado,Construccion,Medio_Tiempo,Presencial,Obra_Servicio,5,Tecnico,Otros,47,No,No,No,No,No,Si,No
Temporal,Hibrido,Obra_Servicio,1,Grado,Tecnologia,Temporal,Hibrido,Obra_Servicio,5,Tecnico,Otros,24,Si,Si,Si,No,No,Si,Si
Temporal,Presencial,Obra_Servicio,4,Master,Otros,Temporal,Remoto,Obra_Servicio,6,Master,Educacion,32,Si,No,Si,Si,No,Si,Si
Tiempo_Completo,Presencial,Indefinido,3,Doctorado,Otros,Tiempo_Completo,Hibrido,Obra_Servicio,1,Tecnico,Tecnologia,43,Si,No,No,No,No,No,No
Temporal,Hibrido,Indefinido,5,Bachillerato,Otros,Medio_Tiempo,Presencial,Practicas,2,Bachillerato,Otros,54,No,No,No,Si,Si,No,No
Por_Horas,Presencial,Obra_Servicio,6,Grado,Salud,Por_Horas,Presencial,Indefinido,4,Master,Otros,28,Si,Si,No,Si,No,No,No
Medio_Tiempo,Remoto,Obra_Servicio,4,Doctorado,Salud,Tiempo_Completo,Presencial,Obra_Servicio,5,Grado,Tecnologia,55,No,No,Si,No,No,Si,No
Por_Horas,Hibrido,Indefinido,5,Tecnico,Salud,Por_Horas,Presencial,Indefinido,5,Master,Otros,55,Si,No,Si,Si,No,Si,Si
Medio_Tiempo,Remoto,Obra_Servicio,4,Bachillerato,Otros,Medio_Tiempo,Remoto,Obra_Servicio,3,Master,Educacion,46,Si,Si,Si,Si,No,No,Si
Temporal,Remoto,Practicas,3,Bachillerato,Construccion,Medio_Tiempo,Hibrido,Indefinido,1,Master,Otros,52,No,No,No,Si,No,No,No
Por_Horas,Hibrido,Indefinido,2,Tecnico,Salud,Por_Horas,Presencial,Indefinido,4,Grado,Construccion,42,Si,No,Si,Si,No,Si,Si
Tiempo_Completo,Remoto,Practicas,3,Bachillerato,Salud,Temporal,Remoto,Practicas,5,Tecnico,Otros,43,No,Si,Si,Si,No,Si,Si
Por_Horas,Remoto,Indefinido,4,Master,Otros,Medio_Tiempo,Remoto,Indefinido,6,Tecnico,Otros,34,No,Si,Si,No,Si,Si,Si
Temporal,Presencial,Obra_Servicio,1,Master,Salud,Medio_Tiempo,Hibrido,Indefinido,6,Bachillerato,Educacion,24,No,No,No,No,No,Si,No
Temporal,Hibrido,Indefinido,1,Bachillerato,Educacion,Medio_Tiempo,Hibrido,Indefinido,2,Master,Educacion,50,No,Si,Si,Si,Si,Si,Si
Por_Horas,Hibrido,Obra_Servicio,6,Master,Otros,Tiempo_Completo,Presencial,Indefinido,1,Grado,Otros,34,No,No,No,No,Si,No,No
Por_Horas,Remoto,Obra_Servicio,2,Tecnico,Otros,Por_Horas,Remoto,Practicas,1,Grado,Otros,46,Si,Si,No,Si,Si,No,Si
Temporal,Hibrido,Practicas,3,Doctorado,Tecnologia,Medio_Tiempo,Remoto,Obra_Servicio,2,Master,Salud,37,No,No,No,No,No,No,No
Por_Horas,Presencial,Obra_Servicio,6,Bachillerato,Otros,Temporal,Hibrido,Obra_Servicio,6,Tecnico,Educacion,51,No,No,Si,Si,No,Si,No
Tiempo_Completo,Hibrido,Obra_Servicio,5,Tecnico,Construccion,Temporal,Hibrido,Practicas,3,Grado,Educacion,54,No,Si,No,Si,No,No,No
Medio_Tiempo,Presencial,Obra_Servicio,2,Doctorado,Construccion,Tiempo_Completo,Remoto,Indefinido,1,Grado,Tecnologia,24,No,No,No,No,No,No,No
Temporal,Hibrido,Practicas,6,Bachillerato,Construccion,Por_Horas,Presencial,Obra_Servicio,6,Bachillerato,Tecnologia,27,No,No,No,Si,No,Si,No
Tiempo_Completo,Presencial,Practicas,2,Bachillerato,Construccion,Medio_Tiempo,Presencial,Practicas,4,Bachillerato,Construccion,31,No,Si,Si,Si,Si,Si,Si
Por_Horas,Remoto,Obra_Servicio,6,Doctorado,Otros,Tiempo_Completo,Presencial,Practicas,2,Doctorado,Otros,43,No,No,No,Si,Si,No,No
Tiempo_Completo,Hibrido,Indefinido,4,Master,Educacion,Tiempo_Completo,Hibrido,Obra_Servicio,5,Master,Tecnologia,37,Si,Si,No,Si,No,Si,Si
Medio_Tiempo,Remoto,Obra_Servicio,3,Bachillerato,Educacion,Temporal,Hibrido,Practicas,5,Master,Salud,43,No,No,No,Si,No,Si,No
Por_Horas,Hibrido,Indefinido,5,Doctorado,Otros,Temporal,Remoto,Indefinido,4,Grado,Salud,33,No,No,Si,No,No,No,No
Por_Horas,Hibrido,Obra_Servicio,1,Tecnico,Educacion,Por_Horas,Presencial,Indefinido,5,Master,Otros,28,Si,No,No,Si,No,Si,No
Medio_Tiempo,Presencial,Indefinido,4,Bachillerato,Salud,Por_Horas,Presencial,Indefinido,5,Bachillerato,Otros,23,No,Si,Si,Si,No,Si,Si
Por_Horas,Presencial,Obra_Servicio,2,Doctorado,Otros,Por_Horas,Remoto,Practicas,5,Doctorado,Tecnologia,29,Si,No,No,Si,No,Si,No
Medio_Tiempo,Hibrido,Obra_Servicio,2,Grado,Otros,Medio_Tiempo,Presencial,Obra_Servicio,3,Doctorado,Tecnologia,55,Si,No,Si,Si,No,Si,Si
Tiempo_Completo,Presencial,Practicas,3,Grado,Otros,Temporal,Presencial,Indefinido,4,Grado,Otros,34,No,Si,No,Si,Si,Si,Si
Medio_Tiempo,Hibrido,Practicas,3,Master,Otros,Por_Horas,Hibrido,Practicas,4,Master,Salud,49,No,Si,Si,Si,No,Si,Si
Temporal,Presencial,Indefinido,1,Bachillerato,Tecnologia,Por_Horas,Presencial,Indefinido,3,Grado,Salud,46,No,Si,Si,Si,No,Si,Si
Tiempo_Completo,Remoto,Practicas,4,Master,Educacion,Temporal,Presencial,Obra_Servicio,3,Grado,Educacion,39,No,No,No,No,Si,No,No
Tiempo_Completo,Hibrido,Indefinido,4,Bachillerato,Educacion,Por_Horas,Hibrido,Obra_Servicio,5,Master,Educacion,58,No,Si,No,Si,Si,Si,Si
Temporal,Hibrido,Obra_Servicio,2,Grado,Educacion,Tiempo_Completo,Presencial,Indefinido,6,Bachillerato,Educacion,52,No,No,No,No,Si,Si,No
Tiempo_Completo,Remoto,Obra_Servicio,2,Tecnico,Otros,Temporal,Presencial,Practicas,3,Doctorado,Tecnologia,32,No,No,No,Si,No,Si,No
Medio_Tiempo,Remoto,Indefinido,1,Tecnico,Tecnologia,Temporal,Remoto,Indefinido,4,Grado,Construccion,47,No,Si,Si,Si,No,Si,Si
Por_Horas,Remoto,Practicas,3,Grado,Educacion,Tiempo_Completo,Remoto,Obra_Servicio,6,Bachillerato,Educacion,28,No,Si,No,No,Si,Si,No
Temporal,Presencial,Practicas,3,Grado,Construccion,Medio_Tiempo,Presencial,Practicas,3,Doctorado,Otros,37,No,Si,Si,Si,No,Si,Si
Medio_Tiempo,Hibrido,Practicas,4,Bachillerato,Educacion,Temporal,Hibrido,Indefinido,4,Tecnico,Construccion,44,No,Si,No,Si,No,Si,No
Tiempo_Completo,Hibrido,Obra_Servicio,6,Doctorado,Construccion,Tiempo_Completo,Remoto,Obra_Servicio,5,Master,Construccion,28,Si,No,Si,No,Si,No,No
Medio_Tiempo,Hibrido,Indefinido,4,Tecnico,Educacion,Medio_Tiempo,Hibrido,Practicas,5,Tecnico,Educacion,49,Si,Si,No,Si,Si,Si,Si
Por_Horas,Remoto,Indefinido,4,Bachillerato,Construccion,Tiempo_Completo,Hibrido,Practicas,1,Tecnico,Salud,60,No,No,No,Si,No,No,No
Por_Horas,Remoto,Indefinido,2,Bachillerato,Tecnologia,Temporal,Remoto,Indefinido,5,Master,Salud,35,No,Si,Si,Si,No,Si,Si
Por_Horas,Hibrido,Practicas,1,Tecnico,Construccion,Por_Horas,Hibrido,Practicas,6,Tecnico,Construccion,49,Si,Si,Si,Si,Si,Si,Si
Temporal,Presencial,Obra_Servicio,2,Doctorado,Educacion,Por_Horas,Presencial,Obra_Servicio,6,Grado,Otros,58,No,Si,Si,No,No,Si,No
Medio_Tiempo,Remoto,Indefinido,4,Doctorado,Salud,Medio_Tiempo,Remoto,Practicas,5,Tecnico,Educacion,36,Si,Si,No,No,No,Si,No
Por_Horas,Presencial,Indefinido,2,Grado,Educacion,Medio_Tiempo,Presencial,Obra_Servicio,5,Bachillerato,Construccion,21,No,Si,No,No,No,Si,No
Temporal,Presencial,Practicas,5,Tecnico,Otros,Medio_Tiempo,Presencial,Practicas,2,Grado,Educacion,54,No,Si,Si,Si,No,No,No
Medio_Tiempo,Remoto,Obra_Servicio,4,Master,Educacion,Tiempo_Completo,Presencial,Indefinido,6,Grado,Otros,47,No,No,No,No,No,Si,No
Temporal,Remoto,Obra_Servicio,2,Master,Salud,Por_Horas,Hibrido,Indefinido,4,Master,Otros,21,No,No,No,Si,No,Si,No
Temporal,Remoto,Practicas,3,Grado,Salud,Medio_Tiempo,Hibrido,Practicas,3,Master,Salud,24,No,No,Si,Si,Si,Si,Si
Medio_Tiempo,Hibrido,Obra_Servicio,5,Tecnico,Educacion,Temporal,Hibrido,Obra_Servicio,5,Master,Construccion,54,No,Si,Si,Si,No,Si,Si
Por_Horas,Hibrido,Practicas,6,Master,Otros,Por_Horas,Hibrido,Obra_Servicio,5,Doctorado,Otros,31,Si,Si,No,Si,Si,No,Si
Tiempo_Completo,Presencial,Indefinido,3,Tecnico,Otros,Por_Horas,Presencial,Indefinido,3,Master,Educacion,42,No,Si,Si,Si,No,Si,Si
Por_Horas,Presencial,Obra_Servicio,5,Master,Educacion,Tiempo_Completo,Hibrido,Obra_Servicio,4,Tecnico,Construccion,52,No,No,Si,No,No,No,No
Por_Horas,Remoto,Indefinido,1,Bachillerato,Salud,Tiempo_Completo,Remoto,Obra_Servicio,2,Tecnico,Tecnologia,40,No,Si,No,Si,No,Si,No
Medio_Tiempo,Hibrido,Practicas,6,Tecnico,Salud,Temporal,Hibrido,Practicas,1,Master,Tecnologia,42,No,Si,Si,Si,No,No,No
Por_Horas,Hibrido,Indefinido,3,Grado,Tecnologia,Medio_Tiempo,Remoto,Indefinido,2,Master,Otros,52,No,No,Si,Si,No,No,No
Por_Horas,Presencial,Indefinido,4,Bachillerato,Construccion,Temporal,Remoto,Indefinido,1,Master,Tecnologia,48,No,No,Si,Si,No,No,No
Temporal,Remoto,Indefinido,1,Bachillerato,Tecnologia,Temporal,Remoto,Indefinido,5,Bachillerato,Construccion,55,Si,Si,Si,Si,No,Si,Si
Tiempo_Completo,Remoto,Practicas,1,Doctorado,Educacion,Por_Horas,Remoto,Obra_Servicio,2,Master,Otros,31,No,Si,No,No,No,Si,No
Tiempo_Completo,Remoto,Indefinido,2,Tecnico,Construccion,Medio_Tiempo,Presencial,Practicas,5,Grado,Construccion,29,No,No,No,Si,Si,Si,No
Temporal,Hibrido,Obra_Servicio,3,Bachillerato,Salud,Temporal,Hibrido,Practicas,4,Doctorado,Otros,32,Si,Si,No,Si,No,Si,Si
Temporal,Hibrido,Indefinido,5,Doctorado,Salud,Tiempo_Completo,Hibrido,Obra_Servicio,5,Master,Tecnologia,32,No,Si,No,No,No,Si,No
Medio_Tiempo,Remoto,Practicas,5,Tecnico,Otros,Temporal,Presencial,Obra_Servicio,1,Tecnico,Tecnologia,33,No,No,No,Si,No,No,No
Por_Horas,Hibrido,Practicas,1,Tecnico,Otros,Medio_Tiempo,Remoto,Practicas,3,Doctorado,Construccion,28,No,No,Si,Si,No,Si,No
Medio_Tiempo,Presencial,Practicas,3,Grado,Tecnologia,Por_Horas,Presencial,Practicas,5,Doctorado,Educacion,47,No,Si,Si,Si,No,Si,Si
Por_Horas,Hibrido,Indefinido,5,Grado,Otros,Medio_Tiempo,Hibrido,Indefinido,6,Grado,Otros,60,No,Si,Si,Si,Si,Si,Si
Temporal,Remoto,Indefinido,2,Tecnico,Construccion,Temporal,Hibrido,Indefinido,4,Grado,Tecnologia,41,Si,No,Si,Si,No,Si,Si
Medio_Tiempo,Remoto,Obra_Servicio,6,Bachillerato,Salud,Tiempo_Completo,Remoto,Indefinido,2,Master,Tecnologia,60,No,Si,No,Si,No,No,No
Por_Horas,Presencial,Indefinido,5,Grado,Educacion,Temporal,Presencial,Indefinido,5,Doctorado,Salud,59,No,Si,Si,Si,No,Si,Si
Por_Horas,Presencial,Indefinido,4,Doctorado,Otros,Medio_Tiempo,Remoto,Indefinido,5,Doctorado,Salud,25,No,No,Si,Si,No,Si,No
Tiempo_Completo,Hibrido,Indefinido,6,Master,Otros,Medio_Tiempo,Hibrido,Indefinido,6,Doctorado,Tecnologia,39,No,Si,Si,Si,No,Si,Si
Tiempo_Completo,Remoto,Indefinido,1,Grado,Construccion,Por_Horas,Remoto,Indefinido,6,Doctorado,Construccion,55,No,Si,Si,Si,Si,Si,Si
Medio_Tiempo,Hibrido,Indefinido,2,Grado,Educacion,Temporal,Hibrido,Indefinido,3,Tecnico,Educacion,37,No,Si,Si,No,Si,Si,Si
Temporal,Presencial,Obra_Servicio,4,Master,Otros,Temporal,Presencial,Practicas,3,Master,Tecnologia,41,Si,Si,No,Si,No,No,No
Tiempo_Completo,Presencial,Obra_Servicio,4,Bachillerato,Educacion,Por_Horas,Presencial,Indefinido,5,Tecnico,Educacion,27,No,Si,No,Si,Si,Si,Si
Tiempo_Completo,Remoto,Practicas,6,Master,Educacion,Medio_Tiempo,Hibrido,Indefinido,6,Tecnico,Tecnologia,25,No,No,No,No,No,Si,No
Medio_Tiempo,Presencial,Indefinido,2,Bachillerato,Otros,Medio_Tiempo,Presencial,Obra_Servicio,2,Doctorado,Tecnologia,60,Si,Si,No,Si,No,Si,Si
Por_Horas,Hibrido,Obra_Servicio,4,Master,Otros,Medio_Tiempo,Hibrido,Obra_Servicio,5,Master,Otros,27,No,Si,Si,Si,Si,Si,Si
Temporal,Hibrido,Indefinido,4,Bachillerato,Otros,Medio_Tiempo,Hibrido,Obra_Servicio,6,Master,Otros,50,No,Si,No,Si,Si,Si,Si
Tiempo_Completo,Presencial,Practicas,5,Master,Otros,Medio_Tiempo,Presencial,Obra_Servicio,5,Grado,Salud,53,No,Si,No,No,No,Si,No
Por_Horas,Presencial,Practicas,6,Grado,Educacion,Temporal,Hibrido,Practicas,2,Grado,Otros,50,No,No,Si,Si,No,No,No
Tiempo_Completo,Presencial,Indefinido,1,Doctorado,Otros,Tiempo_Completo,Presencial,Indefinido,5,Tecnico,Construccion,28,Si,Si,Si,No,No,Si,Si
Tiempo_Completo,Presencial,Obra_Servicio,4,Grado,Tecnologia,Medio_Tiempo,Presencial,Practicas,2,Doctorado,Otros,23,No,Si,No,Si,No,No,No
